Participant.ID;PTR_Scen;scentype;;;
87317;My daughter spilled a drink on my desk.;0;;;
87463;I left my partner of 10 years.;0;;;
87591;I called the utility office for help with a bill and the customer service reps kept talking down to me because of my mistake.;0;;;
87989;I got into an argument with my girlfriend and simply left rather than discussing the issue.;0;;;
88099;I was passed over for a new job with a larger company. ;1;;;
88260;The supply company made a shipping address error on my ordered package last week. I called the senior manager to ask him to solve this issue but he kick this issue to the original sale representative. ;0;;;
88293;My husband asked me if there was anything he could do to help me. I told him yes, he could help screw on the cabinet door I just painted, but to be careful because I don't want it scraped and the screw isn't going in right. He started to slip a little and I again told him to be careful. Then, he slipped again, really hard, scraping the paint pretty deep. I got extremely angry and started to yell and cuss at him and telling him he was useless. Later I realized it was a bit much. I was tired, worked extremely hard, and he tried to be nice and help me. Calling him useless was mean and undeserved because he wasn't useless if he was really trying to help.;0;;;
88474;i celebrated a past holiday by myself;0;;;
88814;I was walking in a poorly lit downtown area when a man approached me and asked for money. I told him I had none, and he started cussing me out and following me. I eventually started running and he finally stopped following.;0;;;
88912;After I complained about not spending time together, my boyfriend did not want to go on a date last weekend.;0;;;
89212;I was called into a meeting with my boss where I was told that I wasn't meeting the standards at work. ;1;;;
89726;I live off grid and I rely on a generator to provide power to my home during the winter. The generator broke during a critical time and we had to find a way to fix it or replace it during a snow storm. ;1;;;
89946;A few days ago, I got angry at my husband's grandmother who lives next door for beeping her horn till I came out of the house and asking me to come to dinner. ;0;;;
89959;I had dinner plans cancelled by my parents because I my mom was feeling under the weather.;0;;;
90014;I was waiting in line at a gas station, and was blocking the lane in the parking lot.  When a minivan came along and tried to legally drive through that same parking lot, I got really angry at the driver of that van, and just left the station in disgust. ;0;;;
90108;I was talking to my husband about something that happened to me that day.  He kept interrupting and talking over me.  I got up and left the room.;0;;;
90651;Today my niece and I were shoveling snow and she kept goofing around.;0;;;
90959;i was finishing up a project at work right as i received an email and realized that i had spent a week working on the wrong thing.;1;;;
91325;On Thursday of last week my eldest son broke a cup of coffee by accident in my house while we were having breakfast, this son got very angry and hit him hard, it was a negative and bad reaction;0;;;
91715;My friend stopped allowing me to babysit her baby because I started babysitting her nephew.;0;;;
91789;My wife accused me of cheating.;0;;;
92282;I talked to my spouse about their spending habits;0;;;
92307;My spouse went out to drink with coworkers and came home extremely late.;0;;;
93127;It was when i ask the girl i loved out and she turned me down. She told me she doe not love me the way i love and she cannot date me.;0;;;
93710;My mom allowed my sister to take our car even though she had not completed any of the housework that she had promised to do and she had done nothing to warrant her being afforded the opportunity to do so.;0;;;
93972;My wife locked herself out of her Amazon account by putting in the wrong password.  She then managed to delete the account while talking to customer service.  This is part of a pattern.;0;;;
94061;I yelled at my child for being too fidgety during stories at bedtime.;0;;;
94184;My principal investigator for our research lab told me after our weekly lab meeting in her office that I was not getting results like the other members of the lab and insinuated that I was wasting her funding. She told me that I had a week to make up the lost productivity or that I was no longer allowed to work in her lab and that I would lose my funding required for my research project. ;1;;;
94455;I was upset that my children congratulated my horrible ex husband on his 10th anniversary of his subsequent marriage.;0;;;
94732;Sister in law refuses to get together anymore because of something that happened a year ago.;0;;;
94975;before 1 week my mom lied me does not having money. but after that i know she have money a lot. i felt depressed for that.;0;;;
95454;Picked up old mail from my grandmas and got old court documents;0;;;
95510;My good friend visiting from out of town canceled plans that we had made to go to a movie. She preferred to do something else with her fiance.;0;;;
96109;I went to the hospital to get my blood drawn.  I had been fasting all morning and felt nauseous, and was impatient and not in a very good mood.;0;;;
96170;My 4-year old daughter refused to do anything I instructed her to and embarrassed me greatly before guests I was hosting.;0;;;
96738;Last weekend I asked my friend to go visit a new art gallery, but he didn't want to.;0;;;
96786;I was coaching little league and one of the kids was making fun of another kid who was struggling with a drill.  I overreacted and made him sit out for the rest of the practice.;0;;;
96953;I didn't get a promotion I was up for at work. ;0;;;
97252;I asked my manager for something.  She said it would be a few minutes and she would get back with me.  She did not and I did not say anything about it later.;0;;;
98108;My niece did not include me as one of the women she looks up to on Women's Day.;0;;;
98320;I've learned that my brother has relapsed with his addiction.;0;;;
98906;My friend ignores me when i ask to make music with them. But it turns out this is a good thing because it would be worse if I invested my time and started a band then they acted like this later on after a ton of work went into the project.;0;;;
99255;I blew up for a small mistake;0;;;
99261;I missed a deadline for a client;1;;;
